9587FF76,116.75114846476136,40.36290507570546
0B277CB2,116.277218308428,40.13885609567463
3910CBF4,116.93610611226947,40.469359724043535
B48680CC,115.48357952693387,40.24992299186122
AC83BEBF,117.01318558030927,40.306924189197034
930D479F,116.65346660161043,40.209508481182596
AD2E7D3C,116.62274126018315,39.95822863953998
BA400AC9,115.94892166331061,40.05048079910877
9713A92A,116.04754753910794,40.379662769470436
F6187F57,115.88081103214685,40.21293611441069
7FB22AFA,116.5488035675093,40.677077904343584
10C65A5F,117.10229559700696,40.11226432561188
17C2AD0A,116.29436434743738,40.2755842933369
06A37716,116.74007909211076,40.59311513910923
7679E483,117.11384501519305,40.45967365486703
BD565646,115.99640555811003,40.744328465167946
67E3EBE6,116.29117164805,40.20381081070351
4C23C3CE,116.63671340672263,39.794835822786766
E84D7CC2,116.27302551564367,40.03182852611929
B4F9FAAC,116.06945844766577,40.374655308608254
46AD8453,116.71104719963697,40.4363716560078
5C533A5F,116.341339167247,40.251304852869694
612064C1,116.77303960267291,40.49119943139215
D145229B,116.85485088786525,40.21092349918058
9604C604,116.44285644244445,40.57031929797539
E5E079FC,116.46909966119019,40.95892788649812
67E9A5AE,116.45511945724324,40.38761514789245
06A326AE,116.45114984357198,40.25920294530558
7397F52C,116.55327979258055,39.56029497522247
5E425D7A,116.15604399750741,40.314783531904624
E7E1532D,116.14314797958785,39.82573252602765
38D40A5A,116.68236158485297,39.989467885309324
B41FCF46,116.81643532212016,40.025933575741455
DEA569A8,115.86132274680338,40.34705605714691
6806EB87,115.83455428150248,40.276168517744146
B3177080,116.82576950560045,40.05516010499883
2FAFF8BD,116.26861123580383,40.03900119050179
01C13C9E,115.91567599426577,40.231237435874256
46A4453D,116.29636564011875,40.0652522308508
AC65307E,115.95953763766573,40.39571052294386
8373C232,116.33491645487355,40.246613440455114
E6EAF0B7,116.20724404699016,39.68494126939404
B029A878,116.26315046353706,40.2023079373673
BC8EF163,116.18227933454433,40.557677855639795
4532F865,117.27809279854716,40.592074754389905
571758D4,116.48202274376033,39.93154828020129
6DE2164B,116.61114731455818,40.012839840888624
CB048889,116.71476156081965,40.02872644834147
1645455F,116.4021611755724,40.35858512173656
52888EB5,115.81654640159796,39.930499248234085
72F087AB,116.31607445098815,39.87058388348605
3C8C2BD6,116.25078890317785,40.89856869424892
7D6DFC45,116.77019172182891,40.497985929535915
E2C5BE2E,116.54082468159751,40.10784070362043
412BA3F0,116.74436826093108,40.399162707392875
28D7D00E,116.78537388473951,40.274242807952234
929AF62F,116.28926001615649,40.23869855749537
CA7F92B8,116.5721144093903,40.07444386045049
9C2A4CCA,116.46020552119559,40.21856083417456
4C26C09A,116.45347334357292,40.24344589468849
3C9B9EB2,116.24658916351588,40.28634522460227
EC11F0E1,115.22108167165227,40.66595743332538
E9289D94,117.04318598494436,40.56570266702924
2550300D,116.5275369521541,40.13398513423067
4C7FC2FD,116.5000204173207,40.394051029561865
595F9CD2,116.34150333506383,40.29634279090714
A7E192D5,116.28216804287372,40.259212394585084
A054C1ED,116.21412949135772,40.6929090817036
